ANSWER,CLUE
AKSAK,HAFİFÇE TOPALLAYAN
AKSAK,"İYİ GİTMEYEN, İYİ İŞLEMEYEN"
AKSAKAL,"BİLGİLİ, TECRÜBELİ YAŞLI KİMSE"
AKSAKAL,"ERMİŞ, EVLİYA"
AKSAKAL,KÖY YADA MAHALLE İHTİYAR HEYETİNDEKİ KİŞİ
AKSAM,KISIMLAR
AKSAN,"VURGU, SÖYLEYİŞ"
AKSATA,"AHZÜİTA, ALIŞVERİŞ"
AKSATA,"AHZÜİTA,ALIŞVERİŞ"
AKSATA,"AHZÜİTA- ,ALIŞVERİŞ"
AKSATA,ALIŞVERİŞ
AKSATA,"ALIŞVERİŞ, TAKAS"
AKSE,"HASTALIK NÖBETİ, KRİZ"
AKSE,KRİZ
AKSEKİ,ANTALYA İLÇESİ
AKSEPTANS,YABANCI ÖĞRENCİ KABUL BELGESİ
AKSEPTANS,YABANCI ÜLKELERDE OKUYACAK ÖĞRENCİLER İÇİN GÖNDERİLEN KABUL BELGESİ
AKSU,ANTALYA İLÇESİ
AKSU,KATARAKT (HALK AĞZI)
AKSU,‘SEZEN ...’ (MÜZİSYEN SANATÇI)
AKSUM,‘İLKER ...’ (AKTÖR)
AKSÜLAMEL,TEPKİ
AKSÜLAMEL,"TEPKİ, REAKSİYON"
AKSÜLAMEL,"TEPKİ, YANKI"
AKSİ,"TERS, ZIT"
AKSİ,"İNATÇI, HUYSUZ"
AKTAR,BAHARAT SATAN
AKTAR,BAHARAT SATICISI
AKTAR,BAHARAT SATILAN DÜKKAN
AKTARMA,TAŞITTAN TAŞITA GEÇME
AKTARMA,TRANSFER
AKTAŞ,LÜLE TAŞI
AKTRİS,KADIN OYUNCU
AKTÖR,ERKEK OYUNCU
AKTÖRE,AHLAK
AKTÖRE,İYİ AHLAK
AKTÜALİTE,GÜNCELLİK
AKTÜEL,GÜNCEL
AKTİF,"BİR TİCARETHANENİN, ORTAKLIĞIN PARA İLE DEĞERLENDİRİLEBİLEN MAL VE HAKLARININ TÜMÜ"
AKTİF,ETKİN
AKTİF,"ETKİN, CANLI"
AKUT,ARAMA KURTARMA DERNEĞİ (KISALTMA)
AKUT,TIPTA ÇABUK İLERLEYEN
AKUT,"TIPTA, ÇABUK İLERLEYEN"
AKUT,ÇABUK İLERLEYEN HASTALIK
AKYAKA,GÖKOVA KÖRFEZİ KIYISINDA TURİSTİK BİR BELDE
AKYAKA,KARS İLÇESİ
AKYAZI,SAKARYA İLÇESİ
AKYUVAR,LÖKOSİT
AKÇA,BİR ARMUT CİNSİ
AKÇA,"OLDUKÇA BEYAZ, BEYAZCA"
AKÇE,KÜÇÜK GÜMÜŞ PARA
AKÖREN,KONYA İLÇESİ
AKÖREN,KONYA'NIN BİR İLÇESİ
AKÜ,AKIMTOPLAR
AKÜ,AKÜMÜLATÖR
AKİDE,BİR TÜR ŞEKER
AKİDE,DİN İNANCI
AKİK,DEĞERLİ BİR TAŞ
AKİK,YÜZÜK TAŞI
AKİK,"YÜZÜK TAŞI, MÜHÜR VB. YAPMAKTA KULLANILAN DEĞERLİ BİR TAŞ"
AKİKA,ADAK OLARAK KURBAN KESME
AKİKA,BEBEK İÇİN ŞÜKÜR KURBANI
AKİKA,İSLAM KÜLTÜRÜNDE DOĞAN ÇOCUĞA ADAK OLARAK KURBAN KESME
AKİKA,İSLAM'DA DOĞAN ÇOCUĞA ADAK OLARAK KURBAN KESME
AKİKA,İSLAMDA DOĞAN ÇOCUĞA KURBAN KESME
AKİL,AKILLI
AKİLAME,AKILLICA
AKİLANE,AKILLICA
AKİLE,"AKILLI, ZEKİ"
AKİLE,ESKİDEN KANSERE VERİLEN AD
AKİM,CEREYAN
AKİM,"KISIR, VERİMSİZ"
AKİM,SONUÇSUZ
AKİM,"VERİMSİZ, SONUÇSUZ"
AKİNEZİ,PARKİNSON HASTALIĞININ BAŞLICA BELİRTİSİ OLAN HAREKET YETENEĞİNİN KAYBOLMASI
AKİS,YANKI
AKİS,"YANSIMA, YANKI"
AKİS,"YANSIMA, YANKI, İNİKAS"
AKİT,NİKAH
AKİT,SÖZLEŞME
AKİTA,JAPON KÖPEK TÜRÜ
AKİTA,JAPONYA’DA BİR IRMAK
AKİTA,JAPONYA’DA BİR KENT
AL,"ALDATMA İŞİ, HİLE"
AL,ALÜMİNYUM SİMGESİ
AL,ALÜMİNYUMUN SİMGESİ
AL,HİLE
AL,KIRMIZI
AL,KIZIL ALEV RENGİ
AL,"’... İLE ASLAN TUTULUR, GÜÇ İLE SIÇAN TUTULMAZ’ (ATASÖZÜ)"
ALA,KARIŞIK RENKLİ
ALA,ÇOK RENKLİ
ALA,"İYİ, PEKİYİ"
ALABAMA,ABD'DE BİR EYALET
ALABAMA,ABD’DE BİR EYALET
ALABAŞ,"ETLİ, YUVARLAKÇA VE ŞİŞKİN OLAN SAP KISMI YENEN LAHANA CİNSİ"
ALABAŞ,ŞALGAM BENZERİ BİR BİTKİ
ALACA,BİRKAÇ RENGİN KARIŞIMINDAN OLUŞAN RENK
ALACA,"KARIŞIK RENKLİ, BİRKAÇ RENKLİ İPLİKTEN YAPILMIŞ DOKUMA"
ALACA,ÇORUM İLÇESİ
ALACAKAYA,ELAZIĞ İLÇESİ
ALACAKAYA,ELAZIĞ'NIN BİR İLÇESİ
ALADAĞ,ADANA İLÇESİ
ALAF,HAYVANLARIN KIŞLIK YEMİ
ALAF,"HAYVANLARIN SAMAN, OT, MISIR SAPI GİBİ KIŞLIK YİYECEĞİ"
ALAK,KURANDA 96. SURE
ALAK,KURAN’DA 96. SURE
ALAK,SÜLÜK
ALAKA,GÖNÜL BAĞI
ALAKA,İLGİ
ALAKADAR,İLGİLİ
ALAKALI,İLGİLİ
ALAKART,SEÇMELİ YEMEK
ALAKOK,RAFADAN
ALAKOK,RAFADAN YUMURTA
ALALAMA,KAMUFLAJ
ALALAMA,"KAMUFLAJ, GİZLEME"
ALALI,"KARIŞIK RENKLİ, ÇOK RENKLİ"
ALAMANA,BÜTÜK BALIKÇI KAYIĞI
ALAMANA,BÜYÜK BALIKÇI KAYIĞI
ALAMANA,BİR TÜR BÜYÜK BALIKÇI KAYIĞI
ALAMET,"BELİRTİ, İŞARET"
ALAMET,"BELİRTİ, İŞARET, İZ, NİŞAN"
ALAMET,"NİSAN, İZ, BELİRTİ"
ALAMETİFARİKA,"AYIRICI NİTELİK, AYIRICI ÖZELLİK"
ALAMETİFARİKA,"AYIRICI NİTELİK, ÖZELLİK"
ALAMİNÜT,"ANINDA, HEMEN"
ALAMİNÜT,"ÇARÇABUK, ANINDA"
ALAN,"AÇIK VE GENİŞ YER; MEYDAN, SAHA"
ALAN,MEYDAN
ALAN,"MEYDAN, SAHA"
ALANTOPU,TENİS
ALANYA,ANTALYA İLÇESİ
ALAPLI,ZONGULDAK İLÇESİ
ALARA,AKDENİZ BÖLGESİNDE AKARSU
ALARA,AKDENİZ'DE BİR AKARSU
ALARGA,"AÇIK DENİZ, ENGİN"
ALARGA,"AÇIKTAN GEÇ, YAKLAŞMA ANLAMINDA BİR DENİZCİLİK ÜNLEMİ"
ALARGA,"‘UZAKTAN, AÇIKTAN’ ANLAMINDA ARGO SÖZCÜK"
ALARM,TEHLİKE BİLDİRME İŞARETİ
ALARM,TEHLİKE İŞARETİ
ALASO,TİRSİ BALIĞI
ALASULU,HAM İLE OLGUN ARASI
ALASULU,YENİ OLGUNLAŞMAYA BAŞLAMIŞ (YEMİŞ)
ALATA,AKDENİZ BÖLGESİNDE BİR AKARSU
ALATAV,AZ TAVLI (TOPRAK)
ALATAV,AZ TAVLI TOPRAK
ALATAV,NEMLİ TOPRAK
ALATEN,CÜZAMLI
ALATEN,CÜZZAMLI
ALATEN,HALK DİLİNDE CÜZZAMLI
ALATURKA,TÜRK USULÜ
ALAVERE,BİR ŞEYİN ELDEN ELE GEÇMESİ
ALAY,ASKERİ BİR BİRLİK
ALAY,BİRİYLE EĞLENME
ALAY,KORTEJ
ALAZ,"ALEV, YALAZ"
ALAZ,"ALEV, YALAZ."
ALAZ,ALEV. YALAZ
ALAÇAM,SAMSUN İLÇESİ
ALAİM,"İZLER, İŞARETLER"
ALB,ALBAY (KISALTMA)
ALBATR,SU MERMERİ
ALBAY,"ALAY KOMUTANI, MİRALAY"
ALBAY,MİRALAY
ALBAY,YARBAYDAN SONRA GELEN
ALBENİ,CAZİBE
ALBÜM,"FOTOĞRAF, PUL VB. Nİ DİZİP SAKLAMAYA YARAYAN BİR DEFTER TÜRÜ"
ALBİNO,AKŞIN
ALE,AĞAÇLIKLI
ALE,AĞAÇLIKLI YOL
ALE,İNGİLİZ BİRASI
ALEF,İBRANİ ALFABESİNİN İLK HARFİ
ALEKA,KAN PIHTISI
ALEKSİ,OKUMA YİTİMİ
ALELADE,BAYAĞI
ALELADE,OLAĞAN
ALEM,ALLAH’IN DIŞINDAKİ VARLIK VE OLAYLARIN TAMAMINI İFADE EDEN TERİM.
ALEM,BAYRAK
ALEM,DÜNYA
ALEM,"DÜNYA, CİHAN"
ALEMDAR,SANCAĞI TAŞIYAN
ALENEN,"AÇIKÇA, GİZLEMEDEN"
ALENİ,"AÇIK, MEYDANDA"
ALENİ,"AÇIK, ORTADA, HERKESİN İÇİNDE YAPILAN"
ALESTA,"HAREKETE HAZIR, TETİKTE"
ALESTA,HAZIR DURUMDA OLAN
ALET,(MECAZEN) MAŞA
ALET,BİR İŞİ GERÇEKLEŞTİRMEK İÇİN YAPILAN NESNE
ALEV,"YALIM, YALAZ"
ALEV,"YALIM, YALAZ, ALAZ"
ALEYH,BİR ŞEYİN YA DA BİR KİMSENİN KARŞISINDA OLMA.
ALEYH,’LEH’ KARŞITI
ALFA,AKDENİZ YÖRESİNDE KENDİLİĞİNDEN YETİŞEN VE DOKUMACILIKTA KULLANILAN BİR BİTKİ
ALFA,YUNAN ALFABESİNDE İLK HARF
ALFABE,BİR DİLİN HARFLERİNİ TANITARAK OKUMA ÖĞRENMEYİ SAĞLAYAN KİTAP
ALFABE,OKUMA KİTABI
ALG,SU YOSUNU
ALGI,VERGİ (EKONOMİ)
ALGI,İDRAK
ALGIEKE,RESİMDEKİ OYUNCU
ALGIN,"CILIZ, ZAYIF"
ALIK,"SERSEM, BUDALA, EBLEH"
ALIM,CAZİBE
ALIN,YÜZÜN BİR BÖLÜMÜ
ALIN,"ÖN, ÖN YÜZ (BAZI ŞEYLERDE)"
ALK,KUZEY BUZ DENİZİNDE YAŞAYAN BİR MARTI TÜRÜ
ALKALİK,"KALEVİ, ANTİASİT"
ALKAN,DOYMUŞ ALİFATİK HİDROKARBONLARIN GENEL ADI
ALKAN,PARAFİN
ALKAN,PARAFİN (KİMYA)
ALKARNA,İSTİRİDYE AVLAMA AĞI
ALKARNA,"İSTİRİDYE, MİDYE GİBİ KABUKLU HAYVANLARI AVLAMAK İÇİN DENİZ DİBİNİ TARAMAKTA KULLANILAN AĞIZ KISMI DEMİRDEN YAPILMIŞ BİR AĞ"
ALKİL,ALKOL KÖKÜ
ALLAME,ÇOK BİLGİLİ
ALLAME,ÇOK VE DERİN BİLGİSİ OLAN
ALMANAK,KİTAP BİÇİMİNDE TAKVİM
ALMUS,TOKAT İLÇESİ
ALMUS,TOKAT'IN BİR İLÇESİ
ALNAÇ,"ÖN TARAF, CEPHE"
ALO,TELEFON KONUŞMASINDA SESLENME SÖZÜ
ALO,TELEFON SÖZÜ
ALO,TELEFONDA HİTAP SÖZÜ
ALO,TELEFONU AÇINCA SÖYLENEN SÖZ
ALOPESİ,KIL VE SAÇLARIN DÖKÜLMESİ VEYA YOKLUĞU
ALOPESİ,SAÇKIRAN HASTALIĞI
ALOPESİ,YILAN HASTALIĞI
ALOSA,TİRSİ BALIĞI
ALP,YİĞİT
ALP,"YİĞİT, KAHRAMAN"
ALPAKA,G. AMERİKA’DA YAŞAYAN BİR HAYVAN
ALPAKA,LAMAYA BENZER HAYVAN
ALPAKA,LAMAYA BENZERİ HAYVAN
ALPERENDUYMAZ,RESİMDEKİ OYUNCU
ALPU,ESKİŞEHİR İLÇESİ
ALPU,ESKİŞEHİR'İN BİR İLÇESİ
ALT,BİR ŞEYİN YERE BAKAN YANI
ALT,BİR ŞEYİN YERE BAKAN YANI.
ALT,NESNENİN TABANI
ALT,"ZİR, ÜST KARŞITI"
ALT,ÜST KARŞITI
ALT,‘ÜST’ KARŞITI
ALTAN,TATAR HANI
ALTAN,‘... ERKEKLİ’ (AKTÖR)
ALTES,BİR SOYLULUK UNVANI
ALTES,PERU’DA YAŞAYAN UZUN TÜYLÜ BİR MEMELİ HAYVAN
ALTI,BİR SAYI
ALTIN,DEĞERLİ BİR ELEMENT
ALTIN,DEĞERLİ BİR MADEN; SARI RENKLİ METAL
ALTO,BÜYÜK KEMAN
ALTO,KADIN SESLERİNİN EN KALINI VE SESİ BÖYLE OLAN SANATÇI
ALTO,"KEMANLA VİYOLONSEL ARASI BÜYÜK KEMAN, VİYOLA"
ALTO,"VİYOLA, KONTRALTO"
ALTUNİ,ALTIN RENGİNDE OLAN
ALU,ESKİ DİLDE ERİK
ALU,ESKİ DİLDE ERİK.
ALUCRA,GİRESUN İLÇESİ
ALYANS,NİŞAN YÜZÜĞÜ
ALÇAK,DÜŞÜK SEVİYEDE OLAN
ALÇAK,YERDEN UZAKLIĞI AZ OLAN
ALÇI,"BEYAZ, TOZ MADDE"
ALÇI,BİR YAPI MALZEMESİ
ALÇI,İNŞAATTA VE TIPTA KULLANILAN BEYAZ TOZ MALZEME
ALİ,"YÜCE, YÜKSEK"
ALİ,"‘... ATAY’ (AKTÖR, YÖNETMEN)"
ALİ,‘... SÜRMELİ’ (AKTÖR)
ALİ,‘... İL’ (AKTÖR)
ALİAĞA,İZMİR İLÇESİ
ALİERSANDURU,RESİMDEKİ OYUNCU
ALİFATİK,AÇIK ZİNCİRLİ ORGANİK MADDE
ALİL,HASTALIKLI
ALİL,"HASTALIKLI, SAKAT"
ALİM,BİLGİN
ALİM,CAZİBE
ALİNABOZ,RESİMDEKİ OYUNCU
ALİNAZİK,KÖKBOYASI
ALİNAZİK,"KÖZLENMİŞ PATLICAN, SARIMSAKLI YOĞURT VE KIYMAYLA YAPILAN BİR ÇEŞİT YEMEK"
ALİNAZİK,PATLICAN YEMEĞİ
ALİRIZA,‘... BİNBOĞA’ (ŞARKICI)
ALİVRE,PEY VERİLEREK SATIŞ
ALİYE,‘... UZUNATAĞAN’ (AKTRİS)
ALİZARİN,KÖK BOYASI
ALİZARİN,KÖKBOYASI
ALİZE,TROPİKAL BÖLGE RÜZGARI
ALİŞAN,"BİR ŞARKICI, OYUNCU, SUNUCU"
ALİŞAN,"ŞARKICI, OYUNCU"
ALŞİMİ,SİMYA
AM,AMERİKYUMUN SİMGESİ
AMA,"FAKAT, LAKİN"
AMA,"GÖRMEZ, KÖR"
AMA,GÖZLERİ GÖRMEYEN
AMA,"GÖZLERİ GÖRMEYEN, KÖR"
AMABİLE,BİR MÜZİK TERİMİ
AMADE,BİR İŞİ YAPMAYA HAZIR
AMADE,HAZIR
AMADE,"HAZIR, ANIK"
AMAK,DERİNLİKLER
AMAK,DERİNLİKLER (ESKİ DİL)
AMAK,GÖZPINARLARI
AMAL,"İŞLEMLER, İŞLER"
AMAL,"İŞLER, İŞLEMLER"
AMAN,RİCA ANLATAN SÖZCÜK
AMAN,YARDIM İSTEME SÖZÜ
AMANOS,GÜNEY ANADOLUDA DAĞ
AMANOS,GÜNEY ANADOLU’DA DAĞ
AMANOS,TOROSLAR’DA BİR DAĞ
AMANİ,SAFRANBOLU HALK OYUNU
AMANİ,ZONGULDAK YÖRESİNE ÖZGÜ BİR HALK OYUNU
AMARA,IRAK'TA BİR ŞEHİR
AMARA,IRAKTA KENT
AMARA,IRAK’TA KENT
AMARİL,SARI HUMMA VİRÜSÜ
AMASRA,BARTIN İLÇESİ
AMASYA,ATATÜRK'ÜN 102 YIL ÖNCE SAMSUN'DAN SONRA GİTTİĞİ İLİMİZ
AMASYA,ATATÜRK'ÜN 105 YIL ÖNCE SAMSUN'DAN SONRA GİTTİĞİ İLİMİZ
AMASYA,BİR İLİMİZ
AMATÖR,ACEMİ
AMATÖR,‘PROFESYONEL’ KARŞITI
AMAZON,ATA BİNEN SAVAŞÇI KADIN
AMAZON,GÜNEY AMERİKA'DA NEHİR
AMAÇ,GAYE
AMAÇ,"GAYE, HEDEF"
AMAÇ,MAKSAT
AMBALAJ,EŞYA SARMA MALZEMESİ
AMBAR,KİLER
AMBAR,TAHIL SAKLANAN YER
AMBARGO,BİR MALA KONULAN YASAK
AMBER,GÜZEL KOKULU BİR MADDE
AMBERİYE,YAYLA ÇİÇEĞİ
AMCA,BABANIN ERKEK KARDEŞİ
AME,DİVİT
AME,DİVİT (ESKİ DİL)
AME,"DİVİT, HOKKA"
AME,"DİVİT, YAZI HOKKASI"
AME,DİVİT. YAZI HOKKASI
AMEL,EDİM
AMEL,YAPILAN İŞ
AMEL,"YAPILAN İŞ, EDİM"
AMEL,"YAPILAN İŞ, EDİM, FİİL"
AMELE,İŞÇİ
AMELE,"İŞÇİ, EMEKÇİ"
AMELİ,PRATİK
AMELİ,"PRATİK, TABİKİ"
AMELİ,"PRATİK, TATBİKİ"
AMELİ,UYGULAMALI
AMELİ,"UYGULAMALI, PRATİK"
AMELİYAT,CERRAHİ MÜDAHALE
AMELİYAT,CERRAHİ OPERASYON
AMELİYAT,OPERASYON
AMELİYE,UYGULAMA
AMELİYE,"YAPILAN İŞ, İŞLEM"
AMENNA,ARAPÇA’DA İNANDIK ANLAMINDA BİR SÖZ
AMENNA,"İNANDIK, DOĞRUDUR"
AMENTÜ,İSLAM DİNİNİN İMAN ESASLARINI ANA HATLARIYLA İFADE EDEN TERİM
AMERİKA,BİR ANAKARA
AMERİKA,BİR KITA
AMERİKAN,AMERİKALILARA ÖZGÜ OLAN
AMERİKAN,KAPUTBEZİ
AMERİKAN,PAMUKTAN DÜZ DOKUMA
AMETAL,METAL OLMAYAN
AMETAL,METAL OLMAYAN ELEMENT
AMETAL,METAL OLMAYAN ELEMENTLER
AMFORA,ANTİK DÖNEM TESTİSİ
AMFİBİ,İKİ YAŞAMLILAR
AMMAN,ÜRDÜN BAŞKENTİ
AMNEZİ,BELLEK YİTİM
AMNEZİ,BELLEK YİTİMİ
AMONYAK,KESKİN KOKULU BİR GAZ
AMONYAK,"KİMYASAL BİR BİLEŞİK, KESKİN KOKULU GAZ"
AMOR,AŞK
AMOR,"AŞK, SEVİ"
AMOR,ROMA AŞK TANRISI
AMORS,GAZETECİLİK TERİMİ
AMORS,PARÇA
AMPER,ELEKTRİK AKIM ŞİDDET BİRİMİ
AMPER,ELEKTRİK AKIMININ BİRİMİ
AMPUL,AYDINLATMA ARACI
AMPUL,ELEKTRİK ENERJİSİYLE IŞIK YAYAN ARAÇ
AMPİR,"FRANSA’DAN ORTAYA ÇIKIP DAHA SONRA AVRUPA’YA YAYILMIŞ OLAN BİR YAPI, MOBİLYA, GİYİM ÜSLUBU"
AMUDİ,DİKEY
AMUDİ,"DİKEY, DİKİNE"
AMUDİ,"DİKEY, DİKİNE, DİK"
AMUT,"DİKME, DİK"
AMUT,DİKME. DİK
AMY,‘... ADAMS’ (AKTRİS)
AMİGO,SEYİRCİLERİ COŞTURAN KİMSE
AMİGO,TRİBÜN LİDERİ
AMİK,HATAY İLİNDE OVA
AMİK,HATAY’DA BİR OVA
AMİL,ETKEN
AMİL,"ETKEN, ETMEN, SEBEP"
AMİL,"ETKEN, YAPAN"
AMİL,"ETMEN, FAKTÖR"
AMİLAZ,NİŞASTAYI PARÇALAYARAK ŞEKERE ÇEVİREN ENZİM
AMİLAZ,NİŞASTAYI ŞEKERE ÇEVİREN ENZİM
AMİN,DUADAN SONRA SÖYLENİR
AMİN,"ÖYLE OLSUN, ALLAH KABUL ETSİN` ANLAMLARINDA, DUALARIN ARASINDA VE SONUNDA KULLANILAN BİR SÖZ"
AMİNE,PEYGAMBER EFENDİMİZİN ANNESİNİN ADI
AMİP,BİR HÜCRELİ BİR CANLI
AMİP,BİR HÜCRELİ BİR CANLI.
AMİP,TEK HÜCRELİ CANLI
AMİR,"BUYURAN, BUYURUCU"
AMİR,BUYURUCU
AMİR,BİR İŞTE EMİR VERME YETKİSİ BULUNAN KİMSE
AMİR,EMİR VERME YETKİSİ BULUNAN
AMİRAL,BİR DENİZ SUBAYI
AMİRAL,DENİZ GENARALİ
AMİRAL,DENİZ GENERALİ
AMİTOZ,"AMİP, AKYUVAR VE BAZI BAKTERİLERDE HÜCRE BÖLÜNMESİ YOLUYLA OLAN ÇOĞALMA"
AMİTOZ,EŞEYSİZ BÖLÜNME
AMİYANE,KİBARCA OLMAYAN
AMİYANE,"KİBARCA OLMAYAN, BAYAĞI"
AMİYANE,SIRADAN
AN,EN KISA ZAMAN
AN,LAHZA
AN,"LAHZA, DAKİKA"
AN,TARLA SINIRI
AN,ZİHİN
AN,İKİ TARLA ARASINDA SINIR
ANA,ANNE
ANA,"ANNE, VALİDE"
ANA,"TEMEL, ESAS, ASIL"
ANA,"TEMEL, ESAS,ASIL"
ANA,VALİDE
ANA,"VALİDE, ANNE"
ANA,ÇOCUĞU OLAN KADIN
ANAARI,ARI BEYİ
ANAARI,ARIBEYİ
ANAARI,"ARIBEYİ, KRALİÇE ARI"
ANADUT,"DİRGEN, YABA"
ANAFOR,GİRDAP
ANAFOR,"GİRDAP, BURGAÇ"
ANAGRAM,BİR TÜR BULMACA
ANAHTAR,"AÇAR, AÇKI"
ANAK,"HEYKEL, ABİDE ANLAMINDA YEREL SÖZCÜK"
ANAKARA,"BÜYÜK KARA KÜTLESİ, KITA"
ANAKARA,KITA
ANAKART,BİLGİSAYARIN TEMEL BİLEŞENİ?
ANALOG,"BENZER, EŞ"
ANALOJİ,"BENZEŞİM, BENZEŞME"
ANALOJİ,BİR SONUÇ ÇIKARTMA YOLU
ANALİST,ÇÖZÜMLEYİCİ
ANALİTİK,ÇÖZÜLMELİ
ANALİTİK,ÇÖZÜMLEMELİ
ANALİZ,TAHLİL
ANALİZ,ÇÖZÜMLEME
ANALİZ,"ÇÖZÜMLEME, TAHLİL"
ANAMAL,"KAPİTAL, SERMAYE"
ANAMAL,PARAYA ÇEVRİLEBİLİR MALLAR
ANAMAL,"SERMAYE, KAPİTAL"
ANAMUR,MERSİN İLÇESİ
ANAMİ,KANSIZLIK
ANANAS,BİR AĞAÇ TÜRÜ
ANANAS,BİR MEYVE
ANANAS,MAKBUL BİR SICAK ÜLKE MEYVESİ
ANANAS,TROPİKAL BİR MEYVE
ANANE,GELENEK
ANANET,"ERKEKTE CİNSEL GÜÇSÜZLÜK, PULUÇLUK."
ANANET,PULUÇLUK
ANANEVİ,GELENEKSEL
ANANEVİ,"GELENEĞE BAĞLI, GELENEKSEL"
ANAPA,KARADENİZ' DE LİMAN KENTİ
ANAPA,KARADENİZ'DE LİMAN KENTİ
ANAPARA,ÜZERİNDEN FAİZ HESAPLANACAK OLAN PARA
ANAPARA,İŞLETİLEN PARANIN FAİZ KATILMAMIŞ BÜTÜNÜ
ANAPARA,İŞLETİLEN PARANIN FAİZSİZ BÖLÜMÜ
ANAR,AZERBAYCANLI ÜNLÜ YAZAR
ANARTRİ,DİL TUTUKLUĞU
ANARŞİ,KARGAŞA
ANATOMİ,BEDEN YAPISI
ANATOMİ,"BEDEN YAPISI, GÖVDE YAPISI"
ANATOMİ,GÖVDE YAPISI
ANATOMİ,"İNSAN, HAYVAN VE BİTKİLERİN YAPISINI VE ORGANLARININ BİRBİRİYLE OLAN İLGİLERİNİ İNCELEYEN BİLİM"
ANAYASAL,ANAYASA İLE İLGİLİ
ANAÇ,ANNE GİBİ DAVRANAN
ANAÇ,BAŞINA BUYRUK
ANAÇ,"İRİ, KART"
ANAÇ,"ŞEFKATLİ, ANNE GİBİ DAVRANAN"
AND,AHİT
AND,G. AMERİKADA DAĞ SIRASI
AND,G. AMERİKA’DA DAĞ SIRASI
AND,GÜNEY AMERİKA’DA DAĞ SIRASI
ANDAÇ,AJANDA
ANDIK,SIRTLAN
ANDIZ,BİR TÜR ARDIÇ AĞACI
ANDIZ,SERVİ AĞACI
ANE,KASIK
ANE,YABANİ DİŞİ EŞEK
ANE,YABANİ EŞEK SÜRÜSÜ
ANEKDOT,FIKRA
ANEKDOT,KISA VEYA ÖZLÜ ANLATIM
ANELE,GEMİLERDE DEMİR HALKA
ANELE,GEMİLERDE KULLANILAN DEMİR HALKA
ANEMON,DAĞ LALESİ
ANEMON,DAĞ LALESİ. MANİSA LALESİ
ANEMON,DAĞLALESİ
ANEMİ,KANSIZLIK
ANEMİK,KANSIZ
ANGEH,"O SIRADA, O ESNADA"
ANI,BİRDENBİRE
ANI,HATIRA
ANIK,HAZIR
ANIK,"HAZIR, AMADE"
ANIL,‘... İLTER’ (AKTÖR)
ANIT,ABİDE
ANIZ,BİÇİLMİŞ EKİN SAPI
ANIZ,EKİN BİÇİLDİKTEN SONRA TOPRAKTA KALAN KÖKLÜ SAP
ANJİN,BOĞAZ MUKOZASININ ŞİŞMESİ
ANJİN,"BOĞAZ MUKOZASININ ŞİŞMESİ, YUTAK İLTİHABI"
ANJİN,YUTAK İLTİHABI
ANKA,BİR MASAL KUŞU
ANKA,GERÇEKTE VAR OLMAYAN BÜYÜK BİR KUŞ
ANKA,MASAL KUŞU
ANKA,MASALLARDA ADI GEÇEN VE GERÇEKTE VAR OLMAYAN BÜYÜK BİR KUŞ
ANKARA,BAŞKENTİMİZ
ANKET,AYRINTILI VE KAPSAMLI SORU DİZİSİ; SORMACA
ANKET,"KAPSAMLI SORU DİZİSİ, SORMACA"
ANKET,SORMACA
ANKET,"SORU DİZİSİ, SORMACA"
ANKET,"SORUŞTURMA, SORMACA"
ANLAK,ZEKA
ANLAM,MANA
ANMA,HATIRLAMA
ANMA,YAD
ANNAM,VİETNAM’IN ESKİ ADI
ANNE,"ANA, VALİDE"
ANNE,VALİDE
ANNE,"VALİDE, ANA"
ANNE,ÇOCUĞU OLAN KADIN
ANOFEL,SITMA AŞILAYAN SİVRİSİNEK
ANOFEL,SITMA MİKROBU YAYAN SİVRİSİNEK
ANOMALİ,SAPAKLIK
ANOMALİ,"SAPAKLIK, AYKIRILIK"
ANOMİ,KURALSIZLIK
ANONS,DUYURU
ANONS,SESLİ DUYURU
ANONİM,YARATICISININ ADI BİLİNMEYEN ESER
ANONİM,YAZARI BİLİNMEYEN
ANONİM,"YAZARI BİLİNMEYEN, LAEDRİ"
ANONİM,ÇOK ORTAKLI
ANORAK,"BAŞLIKLI, SU GEÇİRMEYEN SPOR CEKET."
ANORAK,KUKULETALI YAĞMURLUK
ANORAK,"SU GEÇİRMEZ, KUKULETALI KISA CEKET"
ANORMAL,DENGESİ YERİNDE OLMAYAN
ANORMAL,"GENEL OLANA, ALIŞILMIŞA VE KURALA AYKIRI OLAN."
ANOT,ARTI UÇ
ANOT,POZİTİF ELEKTROT
ANT,YEMİN
ANTANT,"ANLAŞMA, UYUŞMA"
ANTEN,DUYARGA
ANTEN,DUYARGA (ZOOLOJİ)
ANTET,YAZI BAŞLIĞI
ANTET,YAZI VEYA RESİM BAŞLIĞI
ANTRAKT,TİYATRODA ARA
ANTRE,EVİN GİRİŞİ
ANTRE,GİRİŞ
ANTRENÖR,ÇALIŞTIRICI
ANTREPO,GÜMRÜK DEPOSU
ANTREPO,"GÜMRÜKLERE GELEN TİCARİ EŞYANIN KONULDUĞU, KORUNDUĞU YER"
ANTİDOT,PANZEHİR
ANTİK,ESKİ DÖNEMDEN KALAN
ANTİK,İLK ÇAĞDAKİ UYGARLIKLA İLGİLİ OLAN
ANTİKA,ESKİ VE DEĞERLİ EŞYA
